                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.3844,                0.84899,                0.91826,                0.86098,                0.74426,                  0.808,                0.57813,                 1.4583,                 0.8604,                0.94187,             0.00040754,             0.00040754,             0.00040754
                     34,                 1.3833,                0.84293,                 0.9172,                0.82571,                 0.7359,                0.79571,                0.58096,                 1.4265,                0.87803,                 0.9382,             0.00040172,             0.00040172,             0.00040172
                     35,                 1.3853,                0.84173,                0.91665,                0.84533,                0.71628,                0.78691,                0.57264,                 1.4401,                0.87464,                0.94158,              0.0003959,              0.0003959,              0.0003959
                     36,                 1.3971,                0.84997,                0.91641,                0.84811,                0.75443,                0.81097,                0.58984,                 1.4275,                0.86476,                0.93796,             0.00039008,             0.00039008,             0.00039008
                     37,                 1.3505,                0.82461,                 0.9122,                 0.8428,                0.74332,                0.80493,                 0.5882,                 1.4229,                0.85652,                0.93348,             0.00038426,             0.00038426,             0.00038426
                     38,                 1.3814,                0.84686,                0.91791,                0.83433,                0.74993,                0.80463,                 0.5875,                 1.4324,                0.85618,                0.93684,             0.00037844,             0.00037844,             0.00037844
                     39,                 1.3753,                0.84106,                0.91408,                0.80224,                0.75815,                0.79865,                0.58365,                 1.4106,                0.86393,                0.93325,             0.00037262,             0.00037262,             0.00037262
                     40,                 1.3776,                0.83351,                0.91827,                0.79914,                0.76148,                0.80214,                0.58407,                 1.4196,                0.84885,                0.93564,             0.00036679,             0.00036679,             0.00036679
                     41,                 1.3469,                0.82158,                 0.9101,                0.83371,                0.74684,                0.80832,                0.58221,                 1.4302,                 0.8594,                0.93971,             0.00036097,             0.00036097,             0.00036097
                     42,                 1.3644,                0.82963,                0.91394,                0.80908,                0.73992,                0.79311,                0.57204,                 1.4473,                0.87452,                0.94246,             0.00035515,             0.00035515,             0.00035515
                     43,                 1.3928,                0.84862,                 0.9157,                0.83643,                0.73748,                0.80401,                0.57956,                 1.4318,                0.85941,                0.93862,             0.00034933,             0.00034933,             0.00034933
                     44,                 1.3689,                0.83575,                 0.9096,                0.82268,                0.75568,                0.80468,                0.58646,                 1.4262,                0.85652,                0.93467,             0.00034351,             0.00034351,             0.00034351
                     45,                 1.3575,                 0.8263,                 0.9126,                0.84218,                0.73359,                0.80507,                0.59036,                 1.4178,                0.86563,                0.93598,             0.00033769,             0.00033769,             0.00033769
                     46,                 1.3839,                0.84456,                0.91224,                0.83937,                0.75037,                0.80953,                0.58466,                 1.4289,                0.84899,                0.93621,             0.00033187,             0.00033187,             0.00033187
                     47,                 1.3724,                0.82859,                0.91039,                0.85171,                0.74224,                0.80861,                0.58569,                 1.4195,                0.85952,                0.93393,             0.00032605,             0.00032605,             0.00032605
                     48,                 1.3664,                0.82829,                0.91291,                0.83724,                0.74683,                0.80958,                0.59105,                 1.4275,                0.85699,                0.94014,             0.00032022,             0.00032022,             0.00032022
                     49,                 1.3572,                0.82071,                0.90775,                0.83822,                0.74627,                0.80663,                 0.5861,                 1.4322,                 0.8674,                0.93871,              0.0003144,              0.0003144,              0.0003144
                     50,                 1.3583,                0.82811,                0.90786,                0.82506,                0.75951,                0.80958,                0.59616,                 1.4113,                0.85423,                 0.9335,             0.00030858,             0.00030858,             0.00030858
                     51,                 1.3525,                0.81954,                0.91208,                0.85465,                 0.7635,                0.81315,                0.59473,                 1.4101,                 0.8504,                0.93329,             0.00030276,             0.00030276,             0.00030276
                     52,                 1.3819,                0.83739,                0.91207,                0.85412,                0.74929,                0.81168,                0.59706,                 1.4238,                0.84664,                0.93324,             0.00029694,             0.00029694,             0.00029694
                     53,                 1.3492,                0.81769,                0.90605,                 0.8293,                0.77023,                0.81613,                0.59672,                  1.412,                0.84229,                0.93356,             0.00029112,             0.00029112,             0.00029112
                     54,                 1.3559,                0.81312,                0.91015,                0.82796,                 0.7511,                0.80994,                0.59542,                 1.4082,                0.84173,                0.93318,              0.0002853,              0.0002853,              0.0002853
                     55,                  1.372,                0.82099,                0.91283,                0.83671,                0.75362,                0.81196,                0.59735,                  1.418,                0.83819,                0.93363,             0.00027948,             0.00027948,             0.00027948
                     56,                 1.3681,                0.82502,                0.90463,                0.84815,                0.74646,                0.80403,                0.59103,                 1.4076,                 0.8346,                0.93248,             0.00027366,             0.00027366,             0.00027366
                     57,                 1.3606,                0.81713,                0.91121,                0.84206,                0.75532,                0.80773,                 0.5996,                 1.3988,                0.84906,                0.93104,             0.00026783,             0.00026783,             0.00026783
                     58,                  1.365,                0.82758,                 0.9083,                0.82889,                0.76157,                0.81346,                 0.6006,                 1.3968,                0.83515,                0.93015,             0.00026201,             0.00026201,             0.00026201
                     59,                 1.3725,                0.82421,                0.90974,                0.85397,                0.76079,                0.81715,                0.59645,                 1.4081,                0.83051,                0.93306,             0.00025619,             0.00025619,             0.00025619
                     60,                 1.3602,                0.81261,                0.90795,                0.84835,                 0.7627,                0.81786,                0.60218,                 1.3978,                0.84086,                0.92959,             0.00025037,             0.00025037,             0.00025037
                     61,                 1.3485,                0.80456,                0.90624,                0.85472,                0.76369,                0.81222,                0.60146,                 1.3915,                0.82901,                0.92878,             0.00024455,             0.00024455,             0.00024455
                     62,                 1.3348,                0.80299,                0.90724,                0.84001,                0.77622,                0.81849,                0.59931,                 1.4047,                0.83138,                0.93382,             0.00023873,             0.00023873,             0.00023873
                     63,                  1.325,                0.79368,                0.90587,                 0.8388,                0.76838,                0.81864,                0.60025,                 1.4028,                0.82632,                0.93127,             0.00023291,             0.00023291,             0.00023291
                     64,                 1.3543,                0.80984,                0.90817,                0.84311,                0.75044,                0.81244,                 0.5954,                   1.41,                0.83189,                 0.9324,             0.00022709,             0.00022709,             0.00022709
                     65,                 1.3611,                 0.8144,                0.90832,                0.86103,                0.75816,                0.82319,                0.60386,                 1.4024,                0.82081,                0.92949,             0.00022126,             0.00022126,             0.00022126
                     66,                 1.3518,                0.80931,                0.90678,                0.85669,                 0.7585,                 0.8228,                0.59909,                 1.4116,                0.81744,                0.93008,             0.00021544,             0.00021544,             0.00021544
                     67,                 1.3299,                0.79764,                0.90192,                0.84937,                0.76393,                0.81772,                 0.6078,                 1.3928,                0.81412,                0.92812,             0.00020962,             0.00020962,             0.00020962
                     68,                 1.3331,                0.80082,                0.90484,                0.83339,                0.76693,                0.81531,                0.60006,                 1.4085,                0.82797,                0.93432,              0.0002038,              0.0002038,              0.0002038
                     69,                 1.3482,                 0.8073,                0.90918,                0.84004,                0.76149,                0.81848,                0.60414,                  1.407,                0.82117,                0.93276,             0.00019798,             0.00019798,             0.00019798
                     70,                 1.3127,                0.79053,                0.90422,                 0.8479,                0.76047,                0.82236,                0.60222,                 1.4033,                0.82691,                0.93253,             0.00019216,             0.00019216,             0.00019216
                     71,                 1.3348,                0.80127,                0.90334,                0.85287,                0.76423,                0.81715,                 0.6037,                  1.392,                0.82392,                0.92842,             0.00018634,             0.00018634,             0.00018634
                     72,                 1.3347,                0.79436,                0.90714,                0.84441,                0.75808,                 0.8149,                0.59862,                 1.4193,                0.82723,                0.93415,             0.00018052,             0.00018052,             0.00018052
                     73,                 1.3264,                0.79585,                0.90008,                0.85597,                0.75346,                0.81368,                0.60167,                 1.3977,                0.82487,                0.93017,             0.00017469,             0.00017469,             0.00017469
                     74,                 1.3275,                0.79176,                0.90053,                0.86673,                0.75775,                0.82433,                0.60662,                 1.4061,                 0.8213,                0.93249,             0.00016887,             0.00016887,             0.00016887
                     75,                 1.3396,                0.79828,                0.90325,                0.84533,                0.75798,                0.81721,                0.60689,                 1.3876,                0.81382,                0.92735,             0.00016305,             0.00016305,             0.00016305
                     76,                 1.3176,                0.78224,                0.90203,                 0.8403,                0.76603,                0.81506,                0.60557,                 1.4017,                0.83409,                0.92942,             0.00015723,             0.00015723,             0.00015723
                     77,                 1.3267,                0.79684,                0.90467,                0.84948,                0.76657,                0.82133,                 0.6072,                 1.3887,                0.81578,                0.92695,             0.00015141,             0.00015141,             0.00015141
                     78,                 1.3365,                0.79364,                0.90376,                0.85762,                0.75996,                 0.8272,                0.61098,                 1.3888,                0.81397,                0.92805,             0.00014559,             0.00014559,             0.00014559
                     79,                 1.3364,                0.79178,                0.90006,                0.86589,                0.76394,                0.82532,                0.60993,                  1.401,                0.81239,                0.92901,             0.00013977,             0.00013977,             0.00013977
                     80,                 1.3457,                0.79725,                0.90724,                0.85717,                0.76705,                0.82564,                0.61249,                 1.3907,                0.81492,                0.92647,             0.00013395,             0.00013395,             0.00013395
                     81,                 1.3146,                 0.7796,                0.89814,                 0.8755,                0.76684,                0.82478,                0.60963,                 1.3844,                0.80308,                0.92677,             0.00012813,             0.00012813,             0.00012813
                     82,                 1.3448,                0.80905,                 0.8999,                0.85212,                0.77242,                 0.8266,                0.61083,                 1.3836,                0.80346,                0.92624,              0.0001223,              0.0001223,              0.0001223
                     83,                 1.3137,                0.78107,                 0.9014,                0.85574,                0.77679,                0.82901,                0.61403,                 1.3884,                0.81424,                 0.9275,             0.00011648,             0.00011648,             0.00011648
                     84,                  1.323,                0.78825,                 0.9034,                0.84065,                0.77866,                0.83061,                0.61495,                 1.3832,                0.81575,                0.92783,             0.00011066,             0.00011066,             0.00011066
                     85,                 1.3238,                0.78238,                0.90284,                0.87323,                0.76451,                0.82795,                0.61584,                 1.3837,                0.80828,                0.92599,             0.00010484,             0.00010484,             0.00010484
                     86,                 1.3053,                 0.7713,                0.90132,                0.84287,                0.76929,                0.82136,                 0.6055,                 1.3864,                0.81434,                0.92588,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     87,                 1.3098,                0.77576,                0.89851,                0.85345,                0.76473,                 0.8293,                0.61833,                  1.371,                0.80132,                0.92377,             9.3198e-05,             9.3198e-05,             9.3198e-05
                     88,                 1.3252,                0.78672,                 0.9008,                 0.8501,                0.77488,                0.83044,                0.61316,                 1.3824,                0.79885,                0.92635,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     89,                 1.3342,                0.79719,                 0.9005,                0.84541,                0.77298,                0.82167,                0.61477,                 1.3715,                0.80163,                0.92407,             8.1556e-05,             8.1556e-05,             8.1556e-05
                     90,                  1.307,                0.77893,                0.89861,                0.86779,                0.77298,                0.82989,                 0.6119,                 1.3818,                0.79625,                0.92674,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     91,                 1.3562,                0.79366,                 0.9012,                0.85107,                0.76449,                0.82041,                 0.6031,                 1.3853,                0.81277,                0.92848,             6.9913e-05,             6.9913e-05,             6.9913e-05
                     92,                 1.3518,                0.78498,                0.90245,                0.83698,                0.76178,                0.81185,                0.59462,                 1.3922,                0.83138,                0.92985,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     93,                 1.3323,                0.77069,                0.90135,                0.84056,                 0.7719,                0.82204,                0.61111,                 1.3713,                0.80992,                0.92479,             5.8271e-05,             5.8271e-05,             5.8271e-05
                     94,                 1.3496,                0.78326,                0.90204,                0.83456,                0.75725,                0.81148,                0.59891,                 1.3843,                0.81765,                0.92689,              5.245e-05,              5.245e-05,              5.245e-05
                     95,                 1.3307,                0.76629,                0.89954,                0.84638,                0.76959,                0.82041,                0.60837,                 1.3798,                0.80792,                0.92801,             4.6628e-05,             4.6628e-05,             4.6628e-05
                     96,                 1.3182,                0.76264,                0.89584,                0.84471,                0.76668,                0.81872,                0.60578,                  1.384,                0.81051,                0.92798,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     97,                 1.3368,                 0.7687,                0.89993,                0.83751,                0.76645,                0.81968,                0.60935,                 1.3765,                0.80777,                0.92505,             3.4986e-05,             3.4986e-05,             3.4986e-05
                     98,                 1.3332,                0.76739,                0.89997,                0.84137,                0.76006,                0.81676,                0.60759,                 1.3711,                0.80908,                0.92529,             2.9165e-05,             2.9165e-05,             2.9165e-05
                     99,                 1.3252,                0.75925,                0.89734,                0.85809,                0.76875,                0.82057,                0.60839,                 1.3755,                0.80284,                0.92559,             2.3344e-05,             2.3344e-05,             2.3344e-05
                    100,                 1.3157,                0.75645,                0.89826,                  0.847,                0.76678,                0.82028,                0.60913,                 1.3784,                0.80409,                0.92649,             1.7522e-05,             1.7522e-05,             1.7522e-05
